"goal","raised","backers","comments","parentCat","lat","lon"
1500,1553,31,0,"Film & Video",47.6062,-122.332
2500,2600.5,49,0,"Music",38.9284,-77.056
10000,12060,139,13,"Film & Video",40.7143,-74.006
4000,6725.5,161,10,"Comics",38.647,-90.225
3000,3422,37,0,"Film & Video",40.65,-73.95
2500,3341,41,0,"Music",41.3958,-72.8972
10000,17123,265,24,"Music",33.7878,-117.853
11500,15037,54,4,"Film & Video",40.9645,-76.8844
8952,205,7,0,"Art",37.7749,-122.419
1500,0,0,0,"Design",42.3584,-71.0598
325,5,1,0,"Art",37.6391,-120.997
2500,2060.69,76,0,"Film & Video",41.85,-87.6501
2500,3419,61,14,"Photography",35.9303,-113.097
500,893,40,0,"Publishing",39.9523,-75.1638
500,565,4,0,"Theater",34.1722,-118.378
600,1241.66,39,4,"Music",38.2542,-85.7594
5000,5065,96,0,"Fashion",47.6062,-122.332
9000,9305.67,200,6,"Publishing",40.65,-73.95
600,605,16,1,"Film & Video",34.0522,-118.244
5300,15012,130,9,"Music",41.8268,-74.1263
6000,6407,41,0,"Music",40.5528,-90.5062
2750,2840,35,2,"Music",45.5235,-122.676
10000,14140.55,129,8,"Film & Video",34.0522,-118.244
1000,1337,46,0,"Music",40.7143,-74.006
50000,143583.61,550,142,"Design",45.5214,-123.08
2000,2090.1,35,5,"Music",42.9634,-85.6681
1500,3183,54,9,"Music",42.2709,-83.7263
750,795,22,0,"Music",40.7608,-111.891
6000,6372,89,4,"Music",40.7143,-74.006
1500,1560,6,2,"Film & Video",34.0522,-118.244
22500,24036.01,289,3,"Film & Video",40.7143,-74.006
7000,7170.5,103,4,"Music",40.65,-73.95
4500,5053.85,316,41,"Games",40.2969,-111.695
1200,1260,20,0,"Music",29.9744,-93.9924
150,912,72,2,"Comics",39.9612,-82.9988
75000,9253,154,1,"Film & Video",34.0522,-118.244
3500,3585.01,36,1,"Music",41.85,-87.6501
5500,30033.52,1507,222,"Games",45.5235,-122.676
5000,170,4,1,"Theater",40.7357,-74.1724
350,85,8,0,"Theater",39.9612,-82.9988
35000,30,2,0,"Publishing",34.1808,-118.309
40000,27191,217,6,"Food",44.5138,-72.353
2500,2530,40,2,"Dance",40.7143,-74.006
12000,12585,166,4,"Music",40.7143,-74.006
2500,3280,33,0,"Music",36.1659,-86.7844
1000,1055,21,0,"Music",35.0456,-85.3097
2000,2098,30,7,"Music",30.2672,-97.7431
25000,27750,325,27,"Film & Video",30.2672,-97.7431
2500,9570,142,2,"Film & Video",30.2672,-97.7431
6000,418,11,0,"Music",40.65,-73.95
5000,3390,51,0,"Music",41.824,-71.4128
1200,657,22,0,"Games",32.803,-96.7699
10000,12540,182,9,"Music",30.2672,-97.7431
20000,680,8,0,"Theater",40.7159,-73.9868
3000,0,0,0,"Film & Video",30.3322,-81.6556
1500,65,4,0,"Film & Video",42.2917,-85.5872
1000,1086,23,2,"Music",38.5816,-121.494
3000,3416,106,6,"Music",29.9647,-90.0706
1000,2454.38,38,0,"Publishing",41.85,-87.6501
7000,7120,126,6,"Music",40.65,-73.95
1000,1320,23,0,"Film & Video",33.9172,-118.012
3000,5396.11,171,16,"Publishing",30.4507,-91.1545
18000,21303,153,7,"Film & Video",42.4473,-71.2245
12000,12040,77,2,"Music",45.5235,-122.676
3500,0,0,0,"Fashion",34.0522,-118.244
1050,466,10,0,"Music",27.7823,-82.6676
5000,10,1,0,"Film & Video",28.5986,77.1849
400,250,3,0,"Fashion",34.3898,-118.564
3000,24786.43,951,84,"Technology",36.5965,-82.1885
5000,635,10,4,"Film & Video",25.7743,-80.1937
2222,3698.03,119,24,"Technology",37.7749,-122.419
3000,18418.11,491,42,"Technology",40.65,-73.95
400,611,24,2,"Art",30.2672,-97.7431
10000,10836,88,1,"Film & Video",40.7143,-74.006
20000,20050.84,119,3,"Film & Video",40.65,-73.95
1000,1826,61,0,"Film & Video",41.85,-87.6501
1200,3786,70,3,"Publishing",41.85,-87.6501
5000,125,5,0,"Fashion",47.6062,-122.332
10000,10811,77,1,"Theater",45.5089,-73.5542
15000,0,0,0,"Publishing",40.7143,-74.006
10000,4032,34,0,"Film & Video",34.0522,-118.244
6000,6000,35,1,"Film & Video",48.8839,2.33063
6000,12207.5,303,16,"Music",40.7143,-74.006
2000,2165,31,0,"Art",41.7001,-71.4162
3000,3315,70,6,"Photography",40.7143,-74.006
1816,3106,82,0,"Publishing",42.3584,-71.0598
19950,12620,90,1,"Food",29.7629,-95.3831
6000,220,5,0,"Food",44.9442,-93.0861
17000,5,1,0,"Film & Video",43.0389,-87.9065
10000,0,0,0,"Theater",53.9577,-1.08229
987000,4850,12,0,"Film & Video",39.9523,-75.1638
25000,440,8,5,"Design",38.9559,-76.9455
55000,162,4,0,"Film & Video",40.7143,-74.006
4000,4025,56,4,"Music",42.3584,-71.0598
2500,0,0,0,"Art",42.7654,-71.4676
5000,5600.91,104,15,"Music",41.5034,-74.0104
4000,1851,21,2,"Music",43.0389,-87.9065
8000,8300,63,9,"Music",40.65,-73.95
3000,0,0,0,"Film & Video",34.0007,-81.0348
5000,0,0,0,"Film & Video",37.7749,-122.419
125000,287,5,1,"Film & Video",40.4198,-79.8501
5000,141,7,1,"Art",32.8407,-83.6324
65000,7900.11,43,3,"Art",38.2555,-120.351
10000,550,11,1,"Games",47.9445,-122.305
5000,276,7,0,"Music",39.9523,-75.1638
2500,2914,74,1,"Music",35.0845,-106.651
14500,30137,265,33,"Technology",35.7721,-78.6386
50000,35,2,0,"Film & Video",27.3364,-82.5307
5500,9737.66,171,46,"Film & Video",47.6062,-122.332
8400,8437,66,1,"Music",30.158,-95.4894
10000,137417.11,5273,269,"Design",40.7143,-74.006
350,715,19,0,"Publishing",42.8781,-73.1968
2500,5215,111,0,"Music",34.0522,-118.244
10000,50,1,0,"Publishing",38.647,-90.225
35000,30,1,0,"Film & Video",27.9494,-82.4651
12000,13641.76,95,5,"Music",33.749,-84.388
1500,1625,23,7,"Publishing",40.65,-73.95
1650,1860,29,7,"Music",27.9494,-82.4651
1500,1528,29,1,"Film & Video",51.4891,-0.11067
4000,4670.1,133,5,"Music",47.6062,-122.332
7000,10550,159,7,"Food",43.0003,-72.5172
20000,1323,37,0,"Food",41.3082,-72.9282
10000,1486,27,0,"Food",33.5779,-101.855
13000,100,3,0,"Food",33.4484,-112.074
25000,2210,20,0,"Food",40.1672,-105.102
2500,25,1,0,"Food",29.5294,-95.201
8500,15375.55,366,7,"Food",41.85,-87.6501
3500,3807,54,2,"Publishing",41.85,-87.6501
50000,485,12,2,"Games",38.0291,-121.962
3000,23255.07,815,42,"Games",34.0522,-118.244
500,1820,98,16,"Technology",40.7143,-74.006
8000,9087.22,154,6,"Film & Video",40.65,-73.95
2500,5919,143,42,"Design",29.9647,-90.0706
2000,27413,1049,57,"Design",40.7143,-74.006
1850,2135.36,62,1,"Music",41.85,-87.6501
2500,2507,22,0,"Music",40.7143,-74.006
1200,1782.48,49,4,"Comics",42.3931,-72.7301
40000,42843.27,736,119,"Comics",34.0522,-118.244
20000,2202,27,8,"Design",45.5235,-122.676
600,745,23,3,"Fashion",45.6835,-111.05
1000,1085,30,1,"Games",39.7458,-75.5467
1100,1445,39,8,"Music",30.2672,-97.7431
800,800,21,0,"Theater",30.2672,-97.7431
3500,3609,34,4,"Games",39.9523,-75.1638
15000,18840.01,39,12,"Design",37.8313,-122.285
4000,4815.43,162,8,"Music",45.5235,-122.676
1790,927,12,0,"Art",41.0633,-75.3062
3500,0,0,0,"Photography",34.0522,-118.244
10000,905,13,0,"Games",33.0146,-97.097
31000,14425,63,6,"Film & Video",34.0522,-118.244
50000,3714,101,2,"Technology",45.5235,-122.676
500,1656,51,10,"Comics",45.5235,-122.676
1750,1755,25,0,"Film & Video",33.4223,-111.823
500,1593,41,0,"Comics",45.5235,-122.676
1500,1895.01,18,0,"Comics",38.9284,-77.056
5000,250,2,0,"Art",34.2979,-83.8241
20000,202,2,0,"Film & Video",34.0522,-118.244
5000,2,1,0,"Music",38.9284,-77.056
3000,3337,30,0,"Design",47.6062,-122.332
1000,1040,31,5,"Publishing",35.9132,-79.0558
3500,10773,210,16,"Design",33.4484,-112.074
3750,3750,45,2,"Publishing",45.3733,-84.9553
3000,1855,34,0,"Music",40.8929,-73.9726
2500,2660,39,3,"Film & Video",34.0522,-118.244
17500,18965,182,40,"Games",39.203,-76.858
2200,2731,47,3,"Music",33.749,-84.388
1200,2140,91,23,"Games",38.647,-90.225
5000,5000,62,4,"Music",53.3441,-6.26749
50000,307843.81,4212,1294,"Games",47.674,-122.122
3000,3091,28,0,"Film & Video",47.9214,106.906
300,325,2,0,"Photography",40.2737,-76.8844
1000,1000,28,6,"Publishing",33.2098,-87.5692
5000,27127.84,1186,166,"Games",36.1146,-115.173
1000,1671,74,4,"Games",44.2619,-88.4154
9999,10029,121,3,"Music",40.65,-73.95
16800,3597,56,0,"Publishing",3.03989,35.6207
15000,21261.8,379,99,"Games",42.6526,-73.7562
15000,76918,2451,164,"Film & Video",34.0522,-118.244
2100,2512,41,0,"Music",48.1391,11.5802
4000,0,0,0,"Music",26.142,-81.7948
2500,3150,31,0,"Dance",40.7143,-74.006
2500,2890.12,54,1,"Theater",39.9523,-75.1638
2100,3100,57,1,"Theater",44.98,-93.2638
10000,13420,61,7,"Design",43.1979,-70.8737
600,690,12,0,"Art",34.0983,-118.326
5500,7091,126,19,"Games",29.7629,-95.3831
5250,10472,93,2,"Film & Video",40.7143,-74.006
1000,2250,27,0,"Film & Video",34.0522,-118.244
500,646,6,0,"Film & Video",33.9172,-118.012
800,862,24,0,"Music",38.9517,-92.3341
4000,4035,43,2,"Film & Video",31.4482,-109.928
3500,700,21,0,"Dance",45.5235,-122.676
550,30,1,0,"Music",35.494,-85.0125
4000,275,12,0,"Publishing",48.2325,-101.296
2500,91,3,0,"Music",35.494,-85.0125
19270,1387,28,0,"Publishing",37.8044,-122.271
4400,2980,40,0,"Fashion",33.4484,-112.074
5000,5558,57,101,"Games",47.6062,-122.332
7500,232,7,0,"Fashion",51.5586,-0.197855
20000,2336,35,0,"Publishing",30.2672,-97.7431
5000,26,2,0,"Publishing",41.85,-87.6501
2000,2895,26,3,"Music",33.2148,-97.1331
2000,2492,46,2,"Music",21.3069,-157.858
30000,41915,301,26,"Film & Video",40.7143,-74.006
3000,3085.22,34,3,"Music",29.9647,-90.0706
12500,13156,108,0,"Theater",40.7143,-74.006
25000,26985,355,7,"Art",40.65,-73.95
10000,10459,54,12,"Games",34.0522,-118.244
20000,169209.18,2685,519,"Technology",40.4198,-79.8501
8000,21432.58,108,43,"Design",27.4989,-82.5748
25000,34490,143,38,"Design",45.5235,-122.676
10000,17750,286,56,"Design",34.0522,-118.244
4500,5716,48,9,"Publishing",0,0
20000,261858,579,130,"Design",47.1854,-122.293
5000,79642,323,138,"Design",47.1854,-122.293
15000,16755,85,6,"Film & Video",34.0522,-118.244
300,815,19,2,"Theater",41.85,-87.6501
1000,6,2,2,"Music",40.5187,-78.3947
42000,24545,101,3,"Music",36.1659,-86.7844
3000,900,3,0,"Music",32.7153,-117.157
9500,0,0,0,"Publishing",61.5814,-149.439
65000,730,6,0,"Film & Video",37.4138,-79.1423
12000,0,0,0,"Art",35.7721,-78.6386
10000,1690,18,0,"Publishing",40.7143,-74.006
1300,1632,35,1,"Theater",40.7143,-74.006
2200,795,17,0,"Music",40.2823,-86.0411
5000,6450,72,2,"Music",40.0379,-76.3055
870,1034,42,0,"Art",40.7143,-74.006
5000,76,6,0,"Music",35.9251,-86.8689
2750,45,2,0,"Music",43.2342,-86.2484
5000,6130,72,0,"Music",34.0659,-84.6769
3333.33,3860,134,7,"Theater",34.0356,-118.516
1500,1850,63,3,"Music",40.4198,-79.8501
4000,4520,89,2,"Music",33.4148,-111.909
19000,715,6,0,"Food",38.9284,-77.056
50000,410,7,0,"Food",39.2904,-76.6122
45000,1056,4,0,"Food",26.1223,-80.1434
9500,4037,56,4,"Food",42.6334,-71.3162
500,358,9,0,"Publishing",31.1161,-87.0633
6000,6000,97,7,"Music",40.65,-73.95
3000,135,5,0,"Art",41.7637,-72.6851
8000,13000.01,162,1,"Food",40.65,-73.95
2000,2083,34,0,"Fashion",47.6062,-122.332
2200,2322,113,17,"Music",47.6062,-122.332
1000,1876,32,3,"Fashion",44.98,-93.2638
2000,3600,64,4,"Art",47.6062,-122.332
11500,11540,120,5,"Film & Video",38.8339,-104.821
2000,2091,63,3,"Music",42.3584,-71.0598
2500,3156.7,82,3,"Art",42.3584,-71.0598
5846,6048,60,3,"Photography",32.7153,-117.157
5000,5065,52,0,"Film & Video",40.7143,-74.006
2500,3394,59,2,"Theater",29.9647,-90.0706
3000,3886,108,7,"Comics",43.0731,-89.4012
5200,5202.25,32,1,"Music",40.7143,-74.006
80000,11,2,0,"Film & Video",27.8006,-97.3964
3500,0,0,0,"Fashion",26.1223,-80.1434
1500,5,1,0,"Publishing",41.85,-87.6501
3000,2772,55,4,"Comics",43.0731,-89.4012
4000,4550,33,0,"Film & Video",42.2709,-83.7263
2000,0,0,0,"Art",26.5629,-81.9495
6000,1200,22,0,"Film & Video",40.7143,-74.006
4000,1300,28,0,"Film & Video",35.9606,-83.9207
800,975,28,0,"Theater",39.1361,-84.5031
15000,10,2,0,"Music",33.749,-84.388
6000,37860.02,1172,183,"Games",42.8248,-83.2647
2500,5696,96,9,"Film & Video",39.7392,-104.985
5000,5261,61,3,"Games",41.85,-87.6501
5000,6387,120,8,"Games",41.85,-87.6501
850,8100,241,41,"Games",43.1453,-95.1472
7450,11345,141,16,"Games",41.85,-87.6501
9750,19110,239,40,"Games",41.85,-87.6501
4175,8042.35,222,35,"Games",41.85,-87.6501
8000,105,2,0,"Food",33.8886,-117.813
900,903,18,0,"Music",41.6639,-83.5552
2000,5919.72,196,36,"Design",38.8339,-104.821
10000,12064.07,171,52,"Film & Video",40.7143,-74.006
2000,2126.88,42,3,"Theater",32.0835,-81.0998
7500,17606.36,354,37,"Publishing",34.0522,-118.244
5000,6145,88,1,"Music",40.7143,-74.006
30000,2851,45,0,"Film & Video",25.8589,-81.3847
10000,0,0,0,"Food",32.7153,-117.157
3000,68,5,0,"Film & Video",14.4833,-91.35
7500,0,0,0,"Technology",40.4198,-79.8501
20000,20064.11,150,12,"Photography",30.2672,-97.7431
100000,0,0,0,"Film & Video",40.6936,-89.589
5000,5871,61,2,"Film & Video",43.8476,18.3564
5000,3401,24,0,"Music",32.8407,-83.6324
5000,5,1,0,"Comics",41.85,-87.6501
25000,551,8,0,"Fashion",34.0522,-118.244
2600,3023,56,5,"Publishing",31.7857,35.2007
12000,135,5,0,"Music",39.7392,-104.985
1100,1780,33,0,"Theater",42.3709,-71.1828
7500,1775,24,0,"Food",35.4676,-97.5164
4500,7140.18,76,6,"Film & Video",34.0522,-118.244
4000,10373,73,3,"Film & Video",0.316667,32.5833
8000,9028,35,3,"Publishing",-26.1789,28.0886
5400,6110,57,0,"Music",63.8816,-160.798
300,331,11,0,"Fashion",40.7608,-111.891
30000,1295,10,2,"Film & Video",34.0522,-118.244
16500,0,0,0,"Fashion",33.4484,-112.074
5000,6578,66,3,"Film & Video",55.7558,37.6176
2000,3505,67,2,"Photography",0,0
5000,5000,28,1,"Film & Video",29.4805,-89.694
2000,2039,18,0,"Film & Video",42.3726,-71.1096
175,210.01,18,0,"Music",43.0731,-89.4012
3500,21354.97,248,44,"Games",39.9523,-75.1638
2000,2067,31,3,"Publishing",51.5586,-0.197855
20000,21951.77,216,24,"Music",34.0522,-118.244
800,1541,40,4,"Games",40.8021,-124.164
8000,8051,45,1,"Film & Video",34.0522,-118.244
20000,560,6,0,"Comics",30.2672,-97.7431
1200,1497,26,21,"Publishing",40.8021,-124.164
1200,65,4,0,"Publishing",40.65,-73.95
600,9,1,0,"Music",42.8864,-78.8784
8000,80,3,0,"Photography",38.5486,-95.1003
550,714,16,3,"Music",30.4507,-91.1545
6000,6535,76,2,"Film & Video",45.5089,-73.5542
2400,2596,40,1,"Film & Video",34.0522,-118.244
10000,13048.73,161,4,"Publishing",38.0317,-84.4951
3000,3102,60,2,"Music",53.2738,-9.05178
1000,1360,38,0,"Music",41.6062,-73.1182
3800,5778.22,65,3,"Film & Video",37.7749,-122.419
3000,3600.33,82,4,"Film & Video",40.65,-73.95
2900,2956,71,2,"Music",44.1058,-72.9975
15000,15540.55,143,8,"Fashion",40.7143,-74.006
5000,5127.01,158,2,"Dance",40.65,-73.95
3500,3675,36,4,"Film & Video",33.767,-118.189
15000,21198.01,411,102,"Design",25.7907,-80.13
1500,1821,37,4,"Music",33.749,-84.388
2000,2025,14,0,"Film & Video",34.0522,-118.244
1000,1045,37,4,"Music",-34.6406,-58.4926
3000,3065,36,0,"Publishing",45.0051,-122.783
400,542,23,0,"Film & Video",35.9101,-79.0753
500,555,7,0,"Film & Video",44.9442,-93.0861
700,809,34,1,"Theater",36.0999,-80.2442
500,1221,25,3,"Music",36.1659,-86.7844
5500,5525,22,0,"Music",38.9284,-77.056
6000,6298,124,3,"Theater",38.4405,-122.714
2500,2950,48,0,"Photography",38.647,-90.225
20000,21674.29,399,11,"Dance",40.65,-73.95
4500,4771,97,2,"Publishing",38.5201,-89.984
200,435,13,0,"Film & Video",50.8278,-0.170523
10000,2095,32,0,"Film & Video",34.1478,-118.145
500,335,2,2,"Film & Video",34.0522,-118.244
6000,420,12,0,"Comics",53.4456,-2.22245
2500,400,16,2,"Film & Video",37.3394,-121.895
6000,328,7,0,"Publishing",46.731,-120.7
2000,2320,46,0,"Music",41.85,-87.6501
50,63,3,4,"Games",39.7392,-104.985
550,666,18,1,"Film & Video",34.0522,-118.244
4000,4245,44,7,"Music",37.7749,-122.419
25000,29407,125,3,"Technology",33.6603,-117.999
5000,855,10,0,"Film & Video",37.7749,-122.419
6500,7339,87,5,"Theater",42.9634,-85.6681
2700,530,13,1,"Publishing",25.6732,-100.309
10000,675,9,0,"Film & Video",27.9494,-82.4651
6500,2877,41,0,"Film & Video",32.0835,-81.0998
2500,275,10,0,"Games",29.4241,-98.4936
10000,2296,16,1,"Food",30.2672,-97.7431
30000,1365,10,0,"Film & Video",34.0522,-118.244
2200,2157,18,0,"Art",39.2904,-76.6122
1000,1074.77,39,1,"Dance",37.8716,-122.273
4000,4442.77,82,2,"Music",41.4995,-81.6954
1500,1668.01,47,7,"Music",40.4198,-79.8501
500,615,21,0,"Design",40.65,-73.95
1400,2091,31,2,"Music",40.65,-73.95
6800,6837,44,3,"Publishing",34.0522,-118.244
1500,1746.11,57,6,"Publishing",40.65,-73.95
18000,19845,281,8,"Music",40.7143,-74.006
175,400,12,2,"Fashion",35.9132,-79.0558
8700,0,0,0,"Music",37.8044,-122.271
3500,3500,30,2,"Art",35.6009,-82.554
1800,2715,33,23,"Food",41.1537,-81.3579
1600,2196,48,5,"Art",45.5235,-122.676
8000,19658.78,435,55,"Publishing",37.7749,-122.419
12000,12632,193,10,"Design",40.7159,-73.9868
25000,42374.37,623,5,"Film & Video",37.7749,-122.419
850,875,31,1,"Art",56.7189,21.6059
15000,15510,242,13,"Food",41.85,-87.6501
1500,1640.05,67,0,"Publishing",39.7392,-104.985
7000,7603,83,1,"Film & Video",40.7237,-73.951
3500,3620,63,8,"Technology",0,0
8000,8025.99,61,5,"Art",34.0522,-118.244
2350,2425,28,8,"Publishing",0,0
3000,3087,50,0,"Art",42.6159,-70.662
3500,3610,68,4,"Publishing",-22.9486,14.5088
20000,0,0,0,"Film & Video",38.9284,-77.056
5000,5000,22,1,"Film & Video",40.7143,-74.006
1500,2145.3,26,1,"Dance",40.7143,-74.006
8000,10011,152,5,"Art",39.9523,-75.1638
7500,7812,66,3,"Film & Video",34.0522,-118.244
2000,2375.76,44,0,"Dance",34.0983,-118.326
14000,15308,140,6,"Design",41.85,-87.6501
6000,3590,54,0,"Dance",40.7143,-74.006
3000,3421,93,2,"Film & Video",42.8864,-78.8784
2500,3105,30,0,"Dance",40.7143,-74.006
8000,8016,106,1,"Film & Video",41.0405,-73.7145
12000,155,3,3,"Design",33.6603,-117.999
1400,236,9,2,"Film & Video",37.7749,-122.419
2000,5005,24,0,"Technology",40.7143,-74.006
3000,5827.51,138,4,"Publishing",41.85,-87.6501
2000,1176,23,0,"Music",39.084,-77.1528
17000,1065,24,0,"Art",32.803,-96.7699
500,185,10,0,"Fashion",53.6452,-1.78493
700,446,17,0,"Music",34.0522,-118.244
5000,121.37,5,0,"Music",43.0831,-73.7846
3592,3726,59,1,"Film & Video",13.0604,80.2496
20000,20001,49,0,"Music",33.749,-84.388
2000,0,0,0,"Music",39.7392,-104.985
15000,50,1,0,"Games",47.6062,-122.332
2200,315,11,0,"Film & Video",34.1808,-118.309
2000,0,0,0,"Publishing",44.278,-88.272
3000,3185,29,4,"Publishing",49.2485,-123.109
5000,3,1,0,"Games",39.9275,-75.0233
2000,2456,31,0,"Theater",40.7834,-73.9662
1240,1750,17,0,"Art",45.4125,-84.6125
2000,3394.11,148,27,"Film & Video",32.803,-96.7699
15000,15445,153,16,"Art",29.648,-97.8281
4000,4099,91,2,"Art",44.98,-93.2638
48000,126473.04,612,159,"Technology",34.1808,-118.309
1200,1200,15,0,"Theater",40.7143,-74.006
700,345,13,0,"Dance",44.902,-93.4296
3000,3792.02,52,1,"Art",40.7448,-73.9487
6800,6906,122,4,"Dance",37.7749,-122.419
20000,7020,25,0,"Film & Video",39.9523,-75.1638
5000,0,0,0,"Music",34.54,-112.469
3500,278,9,0,"Art",35.6009,-82.554
6500,7355,132,5,"Music",33.8492,-118.388
700,927.55,26,0,"Art",44.2764,-84.2386
750,830,17,0,"Music",45.5235,-122.676
3500,3600,38,0,"Music",37.2296,-80.4139
20000,66035.06,895,135,"Music",43.6525,-79.3817
75000,80001.5,395,9,"Film & Video",30.2672,-97.7431
7500,8185,72,8,"Photography",36.0754,-79.0997
5000,5001,71,32,"Food",42.7325,-84.5555
10000,17800,228,17,"Film & Video",36.1659,-86.7844
4900,4901.97,31,0,"Publishing",34.0522,-118.244
1500,1826,44,8,"Art",34.4208,-119.698
7000,8027,94,9,"Art",37.3688,-122.036
1500,2210,27,0,"Film & Video",40.7996,-73.3013
4500,5359,92,2,"Music",33.749,-84.388
3500,3525,30,0,"Film & Video",42.5834,-71.8023
12000,40,2,0,"Technology",44.955,-91.3276
2000,2057,37,1,"Music",40.7608,-111.891
14850,2599.5,31,0,"Film & Video",37.345,-108.289
735,821.61,33,0,"Theater",52.5234,13.4114
750,750,9,0,"Theater",52.5234,13.4114
25000,77262.14,898,146,"Technology",37.7749,-122.419
5000,13122,144,5,"Film & Video",47.6062,-122.332
5000,355,5,0,"Music",31.7857,35.2007
3000,413,9,0,"Music",35.2271,-80.8431
4900,15,1,0,"Theater",52.5234,13.4114
50000,7723,138,11,"Film & Video",19.7939,-155.097
42000,1175,19,0,"Film & Video",18.5393,-72.3364
13,1489.27,110,10,"Publishing",42.6331,-88.6437
65000,51,2,0,"Film & Video",18.5393,-72.3364
3000,25,2,0,"Film & Video",34.0983,-118.326
2500,2500,57,0,"Music",39.7285,-121.837
16500,16515.1,206,11,"Music",40.7143,-74.006
10000,10,1,0,"Publishing",40.7143,-74.006
45000,39652.53,929,151,"Design",51.4413,5.45255
15000,3375,44,0,"Film & Video",37.7749,-122.419
1000,0,0,0,"Music",42.8711,-97.3973
2500,40,2,0,"Fashion",42.3584,-71.0598
10000,4081,32,0,"Music",46.7867,-92.1005
10000,11153,66,1,"Film & Video",39.9042,116.407
3500,1461,17,0,"Music",35.7721,-78.6386
1501,874,13,1,"Music",33.4484,-112.074
5000,2700,39,0,"Theater",29.7629,-95.3831
25000,300,9,1,"Games",34.0122,-117.689
3500,3888,120,4,"Publishing",32.0835,-81.0998
5000,145,5,0,"Music",25.7743,-80.1937
17600,515,9,0,"Photography",39.9523,-75.1638
150000,2165,10,0,"Theater",35.2271,-80.8431
5000,6595,87,5,"Music",0,0
2000,2685,49,6,"Theater",34.0522,-118.244
8000,50,1,0,"Music",33.2148,-97.1331
5500,4611,36,0,"Art",39.0997,-94.5786
1000,75,3,0,"Fashion",40.7143,-74.006
10000,4451,23,0,"Film & Video",36.154,-95.9928
15000,650,7,0,"Games",47.6062,-122.332
7500,7815.01,105,3,"Music",45.5235,-122.676
6500,6864.09,155,4,"Fashion",34.0522,-118.244
4000,7315,132,15,"Music",43.0389,-87.9065
1,315,8,1,"Music",29.4241,-98.4936
3000,4588,59,4,"Music",30.2672,-97.7431
20600,22660.12,288,11,"Food",37.7749,-122.419
3000,4160,73,2,"Music",42.8864,-78.8784
1500,580,4,0,"Dance",19.7993,-155.904
22000,650,4,0,"Music",21.3549,-158.089
4000,4337,74,11,"Music",30.628,-96.3344
2000,2805.33,52,1,"Film & Video",34.0522,-118.244
10000,10301,52,1,"Food",45.5235,-122.676
1500,1500,16,0,"Film & Video",41.0762,-73.8587
1000,1247,56,16,"Comics",30.3322,-81.6556
3500,3520,38,3,"Film & Video",40.65,-73.95
500,506,11,7,"Publishing",34.0522,-118.244
1200,1390,33,1,"Music",34.8762,-83.9582
30000,137,5,0,"Film & Video",38.7521,-121.288
12000,14000,120,8,"Publishing",33.4942,-111.926
5000,5380,64,13,"Film & Video",34.0522,-118.244
10000,27002.15,890,222,"Design",32.6099,-85.4808
1600,1941,47,6,"Theater",40.7143,-74.006
3500,3545,28,0,"Theater",40.7159,-73.9868
1700,2136,37,6,"Food",47.6588,-117.426
650,862,33,2,"Theater",40.7143,-74.006
5000,5615,90,8,"Film & Video",0,0
12000,12751,202,25,"Music",37.8716,-122.273
1500,0,0,0,"Design",39.9523,-75.1638
1200,400,3,0,"Publishing",38.5816,-121.494
2000,830,10,2,"Publishing",47.6062,-122.332
4700,250,5,0,"Art",39.1361,-84.5031
2200,25,1,0,"Music",40.65,-73.95
450,557,18,1,"Theater",35.9606,-83.9207
2500,2500,14,0,"Music",36.3729,-94.2088
27000,30005,125,20,"Film & Video",34.0522,-118.244
500,1436,23,0,"Film & Video",34.0522,-118.244
500,517,20,1,"Theater",50.0878,14.4205
460,765,21,2,"Publishing",44.98,-93.2638
1500,1623,30,0,"Film & Video",36.6002,-121.895
7500,7800,64,0,"Film & Video",41.85,-87.6501
7500,30204.78,307,26,"Film & Video",34.0522,-118.244
1500,1500,18,0,"Art",34.0522,-118.244
3000,415.69,13,0,"Music",30.3322,-81.6556
500,1005,31,2,"Theater",44.98,-93.2638
4300,4585,38,1,"Film & Video",43.0389,-87.9065
15000,16506,121,10,"Design",42.3584,-71.0598
3000,3320,40,0,"Music",34.0522,-118.244
4500,4600,23,1,"Film & Video",29.7629,-95.3831
750,875,12,0,"Dance",40.7834,-73.9662
6000,6037.17,55,2,"Theater",40.7143,-74.006
750,1020.12,32,1,"Music",37.5351,-77.5855
4000,4623.19,32,2,"Film & Video",34.0522,-118.244
7777,50,1,0,"Film & Video",41.4995,-81.6954
25000,100,1,0,"Film & Video",42.4801,-71.0995
2000,997,46,11,"Games",47.6062,-122.332
2000,2080,69,0,"Music",35.0456,-85.3097
5000,5032,100,0,"Music",44.4759,-73.2121
25000,400,7,0,"Publishing",43.3239,-88.1668
15000,25,1,0,"Art",33.2487,-111.634
3000,3113,63,17,"Music",33.4484,-112.074
5000,5375,82,3,"Fashion",40.65,-73.95
3000,3000,48,2,"Publishing",42.1959,-70.7259
3500,410,12,0,"Publishing",35.2861,-106.671
3412,3740.87,50,1,"Publishing",45.5235,-122.676
3000,4144.1,53,3,"Film & Video",41.85,-87.6501
20000,20231,172,2,"Design",41.85,-87.6501
1500,530.11,21,0,"Film & Video",40.7834,-73.9662
2500,2705.78,65,2,"Music",41.682,-85.9767
15000,6595,70,0,"Film & Video",41.85,-87.6501
7000,310,5,1,"Publishing",32.803,-96.7699
