"goal","raised","backers","comments","parentCat","lat","lon"
500,501,14,2,"Music",40.7143,-74.006
5000,75,4,0,"Music",42.3314,-83.0458
5000,1152,18,1,"Theater",40.9368,-72.2429
950,170,4,1,"Publishing",41.223,-111.974
3000,4016,89,1,"Music",37.9358,-122.348
1000,10,1,1,"Dance",40.7384,-73.0507
15000,10835,68,7,"Film & Video",44.5534,-63.4115
6740,5.76,1,0,"Publishing",53.4464,-2.17893
15000,22548,299,7,"Design",33.9908,-118.46
20000,43888.93,873,433,"Games",35.0845,-106.651
700,745,13,1,"Food",41.2104,-75.8966
1000,1395,30,1,"Music",37.7749,-122.419
1000,1161,33,0,"Music",41.223,-111.974
3500,0,0,0,"Music",26.1948,-98.1836
7000,8135,65,4,"Music",42.3726,-71.1096
500,683,26,6,"Music",42.2626,-71.8023
5000,1580,50,8,"Film & Video",57.2108,-3.76162
7000,18338.42,205,1,"Music",51.5586,-0.197855
4000,4864,65,2,"Music",34.0522,-118.244
50000,50634,284,18,"Film & Video",40.7143,-74.006
1000,1360,18,3,"Music",41.85,-87.6501
9000,10622,168,13,"Publishing",53.4464,-2.17893
3500,3815,60,0,"Dance",45.5235,-122.676
17000,17543,128,1,"Film & Video",40.7143,-74.006
7000,7105.5,100,0,"Publishing",0,0
10500,11010,107,4,"Music",38.0317,-84.4951
3500,3720,85,11,"Theater",41.85,-87.6501
31000,37963.01,263,2,"Art",47.6062,-122.332
10000,1545,37,0,"Publishing",52.2871,0.125577
5500,15879,361,73,"Games",40.7498,-73.7976
600,5442,89,3,"Art",30.6327,-97.6772
8000,2780,28,2,"Games",47.6062,-122.332
1500,145,4,1,"Music",36.1659,-86.7844
2000,2260,54,0,"Music",40.3934,-82.4857
300,434,6,0,"Theater",39.9523,-75.1638
7000,7000,78,8,"Design",36.1659,-86.7844
5000,6413.13,147,9,"Music",42.2709,-83.7263
10000,12521,163,12,"Music",33.4484,-112.074
6000,6185,50,11,"Music",27.7823,-82.6676
40000,46032,600,11,"Publishing",37.8044,-122.271
6000,7441,70,0,"Photography",41.0389,-73.6136
2500,2500,21,0,"Dance",40.7143,-74.006
21000,73102.7,1612,292,"Games",42.3726,-71.1096
1000,1105,20,8,"Film & Video",42.2411,-83.613
8300,8945,103,13,"Film & Video",42.2411,-83.613
300,300,11,3,"Film & Video",34.1722,-118.378
10000,10817,125,5,"Film & Video",33.9164,-118.353
600,615,36,0,"Film & Video",40.2338,-111.659
5,5,1,0,"Music",34.1722,-118.378
27000,2240,25,4,"Design",39.9523,-75.1638
10000,1070,4,0,"Film & Video",34.0522,-118.244
1000,215,7,0,"Fashion",30.2672,-97.7431
8500,5139,71,0,"Publishing",34.8697,-111.761
13000,50,1,0,"Photography",19.7667,74.4833
12800,10270,81,0,"Publishing",-6.2071,-52.7028
10000,21021.11,185,4,"Music",33.749,-84.388
800,766,27,4,"Music",33.47,-81.975
7000,2305,51,0,"Music",40.65,-73.95
23000,9244,61,0,"Publishing",40.7143,-74.006
12000,3647.44,61,0,"Photography",40.7143,-74.006
750,876,26,6,"Music",39.7589,-84.1916
5000,10,1,0,"Music",38.8048,-77.0469
6000,1396,19,0,"Film & Video",34.0522,-118.244
12000,30,4,0,"Film & Video",43.7381,-89.6578
3000,55,3,0,"Art",30.2672,-97.7431
5000,3825,29,0,"Design",33.4484,-112.074
2000,505,13,0,"Music",32.5252,-93.7502
11230,3935,22,0,"Music",40.4198,-79.8501
20000,5955,37,1,"Food",39.7392,-104.985
4000,4439,47,0,"Dance",37.7749,-122.419
10000,10510,228,13,"Publishing",39.7589,-84.1916
6000,6077,55,9,"Music",39.0997,-94.5786
2500,3185,72,5,"Music",36.9741,-122.031
20000,1820,28,2,"Film & Video",39.8064,-83.8869
30000,35428.21,556,20,"Photography",47.6062,-122.332
10000,2669,74,2,"Publishing",35.0456,-85.3097
20000,3905,39,4,"Theater",34.1722,-118.378
25000,15438.66,105,7,"Photography",34.0522,-118.244
10000,3065,13,3,"Film & Video",41.85,-87.6501
3000,140,3,1,"Publishing",30.2672,-97.7431
30000,18725,129,0,"Film & Video",47.6262,-122.521
100000,0,0,0,"Film & Video",34.0522,-118.244
12500,0,0,0,"Film & Video",0,0
5000,2361,28,1,"Film & Video",34.0522,-118.244
5500,5827,118,2,"Music",0,0
5000,7179,104,1,"Design",45.5235,-122.676
8000,8467,60,2,"Theater",35.6009,-82.554
1000,2240,43,1,"Publishing",21.3069,-157.858
15000,32956,69,3,"Music",47.6062,-122.332
2000,2062,34,1,"Music",40.7143,-74.006
25000,55421,408,75,"Technology",42.3584,-71.0598
3000,3000,27,0,"Photography",34.0522,-118.244
5000,8011.9,92,1,"Design",37.7749,-122.419
1000,1197,27,0,"Publishing",27.7823,-82.6676
20000,20175,125,3,"Film & Video",43.6525,-79.3817
1500,60,2,0,"Theater",33.9981,-118.336
4000,0,0,0,"Music",33.749,-84.388
1200,500,4,0,"Art",35.9606,-83.9207
10500,85,3,0,"Film & Video",34.0522,-118.244
3000,25,1,0,"Music",34.0356,-118.516
5000,0,0,0,"Music",36.2518,-77.4855
17500,19100.5,257,5,"Theater",40.65,-73.95
12000,20000,247,2,"Film & Video",43.7687,11.2569
12000,32276.66,529,31,"Music",37.3394,-121.895
3000,3000,42,0,"Art",41.85,-87.6501
2800,2918,14,0,"Art",44.9442,-93.0861
5000,6472,105,3,"Film & Video",34.0522,-118.244
10000,10750,91,57,"Film & Video",34.0522,-118.244
500,662,18,1,"Music",28.5383,-81.3792
500,705,35,1,"Publishing",40.7275,-73.9858
5000,0,0,0,"Music",34.257,-85.1647
650,1000,17,2,"Film & Video",45.5235,-122.676
2700,4576,55,14,"Film & Video",42.3584,-71.0598
10000,10405.99,138,5,"Music",35.1495,-90.049
20000,26654,95,5,"Music",41.85,-87.6501
10000,11525.01,179,33,"Music",28.5383,-81.3792
4000,4182,99,10,"Food",41.6159,-88.2041
4500,4665,89,6,"Music",42.3314,-83.0458
8000,12000.12,292,16,"Music",42.2173,-73.8646
3500,4065,66,1,"Dance",42.3319,-73.0833
6000,6592.78,91,1,"Music",37.8044,-122.271
1800,1812,48,7,"Music",33.6603,-117.999
2000,2085,16,0,"Comics",32.7153,-117.157
5000,5210,67,4,"Film & Video",34.0522,-118.244
25000,26366.01,456,14,"Art",52.5234,13.4114
3500,11031.28,158,11,"Film & Video",34.0522,-118.244
10000,220,4,2,"Art",42.2709,-83.7263
850,886,15,0,"Theater",32.7153,-117.157
800,1116,22,2,"Art",36.0999,-80.2442
1500,184,12,1,"Comics",35.4676,-97.5164
500,25,2,0,"Comics",35.4676,-97.5164
450,50,2,0,"Fashion",35.2271,-80.8431
1200,115,4,0,"Comics",41.6005,-93.6091
7000,200,6,0,"Publishing",41.8995,-87.9403
5000,5002,23,0,"Theater",19.0177,72.8562
10000,14405,238,1,"Music",40.7143,-74.006
400,450,12,2,"Film & Video",33.749,-84.388
5000,293.88,15,0,"Music",33.749,-84.388
5500,6070,119,2,"Music",42.3584,-71.0598
4500,105,3,0,"Music",43.1548,-77.6156
19999,50,1,0,"Theater",34.0522,-118.244
15300,700,14,0,"Film & Video",52.3738,4.89093
6000,170,3,0,"Publishing",34.0522,-118.244
15000,71,4,0,"Film & Video",52.3738,4.89093
3000,899,25,1,"Film & Video",42.3584,-71.0598
5000,0,0,0,"Music",40.7143,-74.006
4800,1443,31,1,"Theater",39.3292,-82.1013
5000,2154,61,12,"Publishing",34.2694,-118.781
35000,1327,21,0,"Food",33.0274,-117.273
8000,11126,262,0,"Publishing",42.3314,-83.0458
75000,25,1,0,"Film & Video",34.8697,-111.761
65000,2550,39,2,"Film & Video",43.0255,-102.556
10400,313341.06,2422,260,"Art",40.2338,-111.659
3000,70,2,0,"Music",25.7743,-80.1937
8000,8256,82,6,"Music",34.0522,-118.244
25000,316,9,1,"Music",34.0522,-118.244
350000,611,16,4,"Games",39.7392,-104.985
16500,10,1,0,"Photography",36.4797,-121.732
5000,5023,34,0,"Comics",37.8716,-122.273
20000,3120,18,0,"Film & Video",46.8721,-113.994
4000,4230,82,4,"Theater",40.7143,-74.006
5000,6146,98,3,"Publishing",37.7749,-122.419
500,1787,75,0,"Games",41.85,-87.6501
1000,330,10,0,"Music",25.7743,-80.1937
4400,75,2,0,"Publishing",28.5383,-81.3792
6800,665,7,0,"Food",33.8303,-116.545
8500,1095,4,1,"Publishing",37.3394,-121.895
24000,9875,352,6,"Theater",37.7749,-122.419
6000,246,16,0,"Music",43.0481,-76.1474
24000,4879,130,1,"Publishing",40.65,-73.95
8000,0,0,0,"Publishing",0,0
1200,95,7,0,"Food",38.9907,-77.0261
8000,824,9,0,"Technology",40.7608,-111.891
3500,460,11,3,"Film & Video",30.2672,-97.7431
10000,1451.41,34,1,"Art",45.5235,-122.676
30000,83,5,0,"Games",33.4484,-112.074
4200,4909,82,1,"Music",38.3278,-122.709
10000,88018.62,706,171,"Technology",32.803,-96.7699
1500,2055,23,0,"Music",39.1067,-94.6764
800,2000,32,2,"Music",38.0293,-78.4767
3500,3657,114,0,"Dance",47.6062,-122.332
2500,2521,37,2,"Music",34.0522,-118.244
6500,6505,30,2,"Fashion",40.7143,-74.006
10000,2261,54,1,"Film & Video",42.3584,-71.0598
2500,1272.33,31,0,"Publishing",41.85,-87.6501
50000,29176.5,56,0,"Film & Video",42.3314,-83.0458
2100,2115,34,0,"Music",34.0522,-118.244
4000,2290,11,0,"Publishing",34.0522,-118.244
5000,1464,31,3,"Film & Video",41.824,-71.4128
10000,1840,21,1,"Music",34.0522,-118.244
150000,6,2,1,"Film & Video",15.15,120.583
2700,19460.01,727,45,"Design",32.2217,-110.926
15000,45314.5,1567,70,"Design",40.7143,-74.006
14500,16244,257,46,"Publishing",34.1706,-118.838
20000,30837,236,25,"Film & Video",29.7629,-95.3831
9500,795,15,0,"Film & Video",35.0845,-106.651
5000,552,23,1,"Technology",37.7749,-122.419
150000,5618,26,0,"Film & Video",40.7143,-74.006
15000,21068,154,436,"Games",29.585,-81.2078
6000,3170,48,0,"Publishing",38.4021,-122.824
5000,399,9,0,"Dance",40.7143,-74.006
5000,1921,52,1,"Film & Video",25.7743,-80.1937
7500,2135,28,1,"Music",39.7684,-86.158
50000,556,17,0,"Games",36.9741,-122.031
1000,125,2,0,"Art",44.6356,-72.6804
400,520,9,0,"Film & Video",34.0522,-118.244
900000,2229344.36,44162,14624,"Games",47.6815,-122.209
2000,260,11,0,"Music",42.6526,-73.7562
6500,782.01,27,0,"Film & Video",34.1478,-118.145
600,605,4,0,"Music",41.8997,-87.6502
18000,20410.5,250,0,"Film & Video",34.2257,-77.9447
200,398,15,4,"Music",42.3584,-71.0598
3500,0,0,0,"Film & Video",41.85,-87.6501
2500,2551,99,0,"Publishing",41.85,-87.6501
5100,135,4,0,"Food",33.1032,-96.6705
12500,534,8,0,"Film & Video",36.1156,-97.0584
450,0,0,0,"Art",29.8943,-81.3132
3000,0,0,0,"Music",37.2232,-81.4499
25000,0,0,0,"Film & Video",35.9333,36.6333
10000,12000,126,12,"Music",33.749,-84.388
2000,3045,52,5,"Music",39.3143,-77.6278
500,550,18,0,"Theater",47.6062,-122.332
2000,2038,75,16,"Publishing",37.7749,-122.419
3000,7967,103,7,"Photography",29.4241,-98.4936
10500,10547.11,73,1,"Film & Video",35.687,-105.938
1000,1100,26,1,"Music",33.749,-84.388
8000,8325.13,176,4,"Publishing",38.0293,-78.4767
1000,1570,30,2,"Music",32.5252,-93.7502
3000,3016,23,0,"Games",41.8633,-71.9839
6500,6544,47,11,"Games",29.7629,-95.3831
10000,10025,167,0,"Dance",40.7143,-74.006
750,840,15,4,"Publishing",48.8839,2.33063
8117,8261,111,4,"Film & Video",30.3322,-81.6556
6000,3690,41,2,"Design",43.2733,-73.1881
10000,685,10,0,"Music",34.0522,-118.244
5000,784.88,17,0,"Music",59.6425,-151.548
400,128,9,0,"Publishing",51.4852,-2.76795
5000,499,8,0,"Film & Video",42.3314,-83.0458
3000,920,26,0,"Publishing",33.0198,-96.6989
3000,1480,18,0,"Publishing",43.5978,-70.3318
7500,7820,96,4,"Film & Video",40.65,-73.95
5000,6125,115,10,"Music",33.8703,-117.925
3000,3675,60,1,"Film & Video",37.7749,-122.419
4500,4690,56,0,"Film & Video",34.0522,-118.244
100,290,9,2,"Film & Video",40.7143,-74.006
3000,3327.45,91,0,"Publishing",43.0389,-87.9065
1500,1522,4,0,"Film & Video",39.7684,-86.158
300,330,8,1,"Art",37.7609,-90.4293
500,530,11,0,"Film & Video",34.0522,-118.244
2000,530,14,0,"Publishing",35.4874,-80.6217
25000,2605,28,1,"Film & Video",41.85,-87.6501
1000,1606,23,2,"Music",33.6,-117.672
10000,185,2,0,"Publishing",39.7392,-104.985
2000,251,11,1,"Film & Video",47.0379,-122.901
15000,26445,290,1,"Film & Video",47.6062,-122.332
100000,1310,6,0,"Technology",50.3227,-5.01958
1500,323.01,11,0,"Music",41.0814,-81.519
1650,1700.5,113,4,"Games",41.7606,-88.3201
5000,5,1,0,"Film & Video",28.0395,-81.9498
6500,3293,49,3,"Technology",28.5383,-81.3792
3500,2224,31,0,"Technology",28.5383,-81.3792
1000,251,2,0,"Art",47.6062,-122.332
6000,160,7,0,"Comics",40.4156,-74.1914
10000,3072,21,2,"Games",33.4936,-117.148
10000,4582,64,7,"Publishing",43.1107,12.3892
12000,155,3,1,"Design",37.4283,-121.907
20000,3595,126,9,"Technology",42.645,-95.1999
8500,1308,49,2,"Games",35.2861,-106.671
5600,5705,43,1,"Film & Video",40.65,-73.95
1500,1700,22,3,"Music",30.2672,-97.7431
5000,6075.18,75,0,"Film & Video",40.7143,-74.006
1,325,4,0,"Film & Video",36.3302,-119.292
1200,1200,10,0,"Dance",40.7159,-73.9868
1700,1801,22,3,"Film & Video",40.65,-73.95
400,3075,19,2,"Art",40.7143,-74.006
1200,0,0,0,"Music",33.4484,-112.074
500,0,0,0,"Music",34.0522,-118.244
4000,4000.5,49,2,"Publishing",47.0379,-122.901
2000,2325,48,10,"Publishing",-4.64181,39.3803
2500,2755,36,3,"Music",43.0389,-87.9065
2600,3676,95,4,"Food",39.9523,-75.1638
20000,30492,315,124,"Technology",41.4995,-81.6954
1000,265.43,12,1,"Fashion",37.2153,-93.2982
2000,2320,34,5,"Food",40.9504,-72.8426
1800,426,11,0,"Technology",42.3584,-71.0598
24200,46,3,0,"Technology",38.8846,-75.8272
85000,1568,14,3,"Film & Video",64.5011,-165.406
20000,412,17,0,"Food",38.4021,-122.824
30000,641,22,0,"Technology",37.6138,-122.487
5445,5,1,0,"Food",41.5823,-85.8344
4200,274.69,9,1,"Art",35.0845,-106.651
7000,1080,4,2,"Publishing",47.0379,-122.901
2700,2955,82,2,"Music",34.3665,-89.5192
500,500,10,0,"Music",44.9442,-93.0861
7777,8462.43,109,12,"Music",37.7749,-122.419
4000,5121,101,11,"Comics",43.6156,-84.2472
125,220,7,0,"Film & Video",40.2698,-74.7999
3000,5849.35,121,26,"Film & Video",25.7743,-80.1937
1200,1240,31,0,"Theater",34.0983,-118.326
9000,9225,109,14,"Theater",40.7143,-74.006
2000,2163,66,1,"Publishing",40.4198,-79.8501
5000,5000,30,0,"Publishing",37.9735,-122.531
6000,6400.77,74,1,"Film & Video",43.6137,-116.238
50000,12682.9,324,16,"Design",42.3726,-71.1096
90000,1519.11,21,5,"Design",-33.86,151.211
9000,2471,13,1,"Music",41.3082,-72.9282
80000,14782.11,221,17,"Technology",25.7743,-80.1937
20000,4386.99,41,0,"Music",47.6062,-122.332
100000,82,2,0,"Technology",26.142,-81.7948
3200,3245,33,3,"Music",36.1659,-86.7844
1200,1231.28,22,0,"Art",41.85,-87.6501
3500,8682,174,5,"Music",36.1659,-86.7844
1001,1347,66,0,"Film & Video",34.0522,-118.244
200,340,16,0,"Comics",42.3928,-83.0496
5000,5218,112,2,"Food",34.0522,-118.244
1000,1370,12,0,"Music",34.0522,-118.244
2000,3915,108,19,"Fashion",28.5383,-81.3792
2000,3320,41,2,"Fashion",30.2672,-97.7431
500,1562,43,29,"Art",44.98,-93.2638
15000,15948,149,8,"Food",39.7392,-104.985
4600,4670,31,0,"Art",41.6005,-93.6091
5000,0,0,0,"Photography",40.7143,-74.006
3500,3502,40,7,"Publishing",35.2271,-80.8431
2000,2178,35,0,"Theater",38.9284,-77.056
8000,8557,18,1,"Film & Video",28.5383,-81.3792
15000,15293,84,2,"Film & Video",40.7143,-74.006
800,1088,20,0,"Games",31.8457,-102.368
6000,9114,313,19,"Games",37.7749,-122.419
20000,20845,37,0,"Film & Video",35.494,-85.0125
3000,3246,57,1,"Theater",37.7749,-122.419
25000,25295,225,5,"Film & Video",40.8259,-74.209
7000,7352.33,152,1,"Theater",37.7749,-122.419
1300,1322,20,0,"Music",45.5235,-122.676
5000,5090,50,2,"Theater",35.9132,-79.0558
10000,10166,52,6,"Film & Video",33.8886,35.4955
25000,47580.82,1347,618,"Games",39.7392,-104.985
3000,1170,29,1,"Film & Video",-33.4691,-70.642
5000,5025.95,85,13,"Food",41.8997,-87.6502
3000,4136.81,57,2,"Theater",40.7143,-74.006
4500,4522.22,27,0,"Film & Video",34.0983,-118.326
4000,4394,29,5,"Music",36.1659,-86.7844
8000,10720.11,181,20,"Music",40.7159,-73.9868
12000,14769,96,7,"Film & Video",-17.3841,-66.1667
4000,4970,66,0,"Theater",42.2709,-83.7263
3500,3700,33,5,"Photography",42.2709,-83.7263
8000,8105,76,1,"Art",47.6062,-122.332
3000,3035,39,3,"Food",42.2709,-83.7263
1000,2697,32,0,"Theater",42.2709,-83.7263
2750,3804,58,0,"Food",41.824,-71.4128
400,401,12,0,"Film & Video",40.65,-73.95
2500,2662,59,0,"Music",41.85,-87.6501
3000,3000,46,5,"Food",42.2709,-83.7263
5000,70874.4,1572,352,"Technology",45.3565,-122.84
18000,33618.13,340,41,"Technology",38.8339,-104.821
10000,109699.69,1186,106,"Technology",41.0814,-81.519
5000,11784.35,269,60,"Technology",42.3584,-71.0598
6000,12557,91,36,"Technology",39.7392,-104.985
1000,1507,35,43,"Technology",29.7629,-95.3831
1000,1806,20,60,"Technology",42.9634,-85.6681
3333.33,38297.77,471,116,"Technology",37.255,-122.381
4300,8195.11,167,42,"Technology",-34.6406,-58.4926
180,2785.64,89,29,"Technology",37.7749,-122.419
7200,8136.01,162,23,"Technology",47.7423,-121.986
2500,8053.09,146,16,"Technology",47.979,-122.202
3000,921,22,1,"Film & Video",37.7749,-122.419
75000,1187,9,0,"Film & Video",40.7143,-74.006
10000,9,2,0,"Games",53.523,-1.13376
75000,3316.67,58,15,"Games",51.5586,-0.197855
1500,136,6,0,"Photography",38.9284,-77.056
3000,590,8,0,"Film & Video",40.7143,-74.006
2000,3100,81,8,"Publishing",35.2423,-87.3347
45000,52137.62,1937,222,"Games",34.2439,-116.911
20000,14233,222,1,"Film & Video",40.7143,-74.006
10000,19568.01,311,46,"Games",32.803,-96.7699
45000,15668,162,75,"Games",43.4343,-80.4777
20000,10184,236,7,"Film & Video",34.1511,-118.448
3000,3480,43,2,"Art",-34.6406,-58.4926
7770,8660,156,21,"Design",40.7143,-74.006
500,2573.97,145,4,"Film & Video",40.7143,-74.006
1500,2035,15,0,"Film & Video",30.2672,-97.7431
25000,25478,159,14,"Art",-32.6833,-62.15
20000,25082,217,42,"Film & Video",41.7601,-70.0828
16000,16225,81,3,"Film & Video",41.7898,-69.9897
3500,3850,57,0,"Film & Video",40.65,-73.95
700,705.01,14,0,"Music",33.5706,-117.731
3500,5420,93,5,"Music",42.3584,-71.0598
15000,16638.11,256,48,"Games",37.7749,-122.419
28542,170,2,0,"Art",42.2249,-121.782
7000,0,0,0,"Theater",33.4942,-111.926
1000,1145,40,2,"Music",40.8259,-74.209
1970,3062,68,1,"Publishing",35.687,-105.938
3500,3800,102,9,"Art",32.2217,-110.926
3000,5,1,0,"Film & Video",32.7153,-117.157
15000,15056.15,168,12,"Music",42.3726,-71.1096
1500,2177.69,59,1,"Music",34.0522,-118.244
11000,11141,164,4,"Music",42.3584,-71.0598
9999,66,3,1,"Publishing",34.0522,-118.244
3000,3000,43,0,"Art",0,0
300,610,13,0,"Theater",38.647,-90.225
4000,5051,75,0,"Film & Video",40.65,-73.95
1500,1530,18,0,"Film & Video",39.1361,-84.5031
10000,1275,10,2,"Music",33.8847,-118.411
4000,4060,29,0,"Film & Video",34.0522,-118.244
3800,3800,45,0,"Music",33.7456,-117.868
4000,420,5,0,"Publishing",30.3079,-104.019
851.66,45.02,3,0,"Music",41.0389,-73.6136
500,160,6,0,"Art",39.9612,-82.9988
1200,230,5,0,"Publishing",34.736,-80.0881
1500,303,12,1,"Photography",39.7684,-86.158
2500,2536,41,7,"Publishing",36.0626,-94.1574
2100,2567.37,30,3,"Film & Video",40.65,-73.95
1500,2030,39,3,"Art",42.869,-76.9777
800,920,22,1,"Theater",36.0626,-94.1574
200,202,15,0,"Publishing",38.2542,-85.7594
1500,3636,48,12,"Film & Video",34.0522,-118.244
2000,2500,49,0,"Art",41.3082,-72.9282
350,355,6,0,"Music",39.9523,-75.1638
1600,1635,5,1,"Music",36.0626,-94.1574
12000,3090,140,13,"Design",37.8044,-122.271
6000,6000,40,1,"Publishing",39.0837,-84.5086
1200,30,2,0,"Games",39.1361,-84.5031
5000,6235,103,6,"Theater",40.7143,-74.006
50000,67605.77,374,3,"Theater",40.7143,-74.006
500,690,18,0,"Music",40.7282,-74.0776
500,920,25,0,"Film & Video",32.5297,-97.2869
5000,5307,61,1,"Film & Video",40.7143,-74.006
250,575,24,0,"Publishing",38.9284,-77.056
35000,50,2,0,"Publishing",39.9612,-82.9988
20000,14063,141,17,"Music",36.1659,-86.7844
3000,4097,58,2,"Music",37.5351,-77.5855
1000,25,1,0,"Theater",38.9284,-77.056
2500,685,11,0,"Music",40.7834,-73.9662
5000,396,10,0,"Publishing",40.9407,-73.9968
20000,3570,11,1,"Photography",40.7143,-74.006
17950,3758,30,0,"Art",33.037,-117.292
2000,1310,12,2,"Games",33.6603,-117.999
20000,250,11,0,"Games",42.4906,-71.2767
30000,34002,371,34,"Food",33.2148,-97.1331
1100,0,0,0,"Games",39.7589,-84.1916
3000,3955.17,94,2,"Art",40.65,-73.95
10000,15381,187,41,"Games",40.4198,-79.8501
2500,0,0,0,"Publishing",37.9639,-122.339
1500,695,14,0,"Publishing",40.7143,-74.006
2000,8016,217,40,"Games",33.7092,-117.954
1000,640,15,0,"Film & Video",40.8298,-74.2401
6000,5,1,0,"Publishing",42.0987,-75.918
3650,748,15,0,"Food",39.2014,-85.9214
3000,3873.99,167,16,"Games",44.9442,-93.0861
1200,1111.28,25,0,"Film & Video",42.0411,-87.6901
5000,7030,75,1,"Design",25.7743,-80.1937
10000,20220,379,51,"Games",33.5443,-84.2338
2500,2984,25,31,"Games",37.6922,-97.3375
7500,3173,40,7,"Games",39.0437,-77.4875
15000,555,7,0,"Art",32.7254,-97.3208
10000,2236.44,60,0,"Fashion",55.9502,-3.18754
3000,10072,73,0,"Art",30.3322,-81.6556
10000,435,10,0,"Music",28.5383,-81.3792
1000,40,2,0,"Fashion",51.5586,-0.197855
6500,6585,71,1,"Music",42.3584,-71.0598
5500,5750,118,0,"Dance",37.7749,-122.419
3000,46,3,0,"Music",40.7143,-74.006
2000,3440,80,2,"Music",-7.79722,110.369
750,750.66,13,1,"Film & Video",47.6062,-122.332
5000,5706,66,4,"Music",36.1659,-86.7844
3000,3417.09,114,12,"Art",34.0522,-118.244
2554.1,3565,77,4,"Film & Video",38.88,-77.1068
4015,4108,31,0,"Music",45.5235,-122.676
750,1139.18,24,1,"Film & Video",41.824,-71.4128
2100,2250,37,5,"Art",34.0522,-118.244
1760,2232.11,36,0,"Music",39.1836,-96.5717
4000,6547.81,440,31,"Games",32.0835,-81.0998
700,765,11,0,"Theater",40.7143,-74.006
1000,1305,39,1,"Art",39.0997,-94.5786
10000,10571,79,3,"Art",37.7749,-122.419
2000,2175,19,1,"Theater",33.427,-117.612
6000,6700.01,107,6,"Photography",-18.4545,-70.2902
1250,1600.12,34,0,"Music",40.65,-73.95
2000,1564,66,1,"Photography",51.5586,-0.197855
3000,8375,185,18,"Games",33.4484,-112.074
3000,24521,219,82,"Games",35.9606,-83.9207
30000,11261.87,243,6,"Film & Video",38.647,-90.225
2500,5110,127,19,"Games",38.7785,-90.6053
2000,680,11,0,"Music",37.2153,-93.2982
15000,3810,54,0,"Film & Video",40.7143,-74.006
20000,1219,12,2,"Film & Video",34.0522,-118.244
5000,2427,19,1,"Film & Video",41.2815,-73.4982
8000,960,18,0,"Publishing",44.98,-93.2638
700,0,0,0,"Publishing",29.1872,-82.1401
150000,2315,10,0,"Art",41.1397,-112.05
21500,375,4,0,"Film & Video",0,0
5000,475,7,0,"Music",40.65,-73.95
400,125,2,0,"Film & Video",41.2098,-74.6077
2500,316,9,0,"Music",39.0997,-94.5786
63000,15895,20,0,"Film & Video",34.0522,-118.244
300,421,16,0,"Music",35.994,-78.8986
1000,1423,12,0,"Comics",37.7749,-122.419
400,420,10,0,"Publishing",36.1659,-86.7844
3250,3486,84,0,"Theater",30.2672,-97.7431
2000,2000,39,4,"Music",32.6099,-85.4808
250000,429715.49,6971,1070,"Games",33.1959,-117.379
7000,7161.31,113,5,"Film & Video",40.7143,-74.006
750,1903,60,0,"Theater",28.5383,-81.3792
15000,15220,47,4,"Music",40.6461,-111.498
2000,2050,34,0,"Film & Video",0,0
2500,2630,46,2,"Film & Video",40.7143,-74.006
7500,7600,73,0,"Music",36.1659,-86.7844
3500,500,1,0,"Photography",22.1638,113.555
31000,259293.65,3156,2414,"Technology",34.0522,-118.244
6000,6000,84,3,"Theater",37.7749,-122.419
5000,5795,98,2,"Film & Video",34.0522,-118.244
20000,22157,165,18,"Music",40.65,-73.95
12000,12115,71,2,"Film & Video",40.65,-73.95
2000,2225,40,1,"Publishing",37.7749,-122.419
4000,4071,36,2,"Publishing",34.0522,-118.244
6000,6820,79,6,"Art",40.7143,-74.006
5000,6665,81,1,"Film & Video",34.0522,-118.244
1000,1216.01,34,2,"Music",44.98,-93.2638
125000,300,4,0,"Film & Video",34.0522,-118.244
15900,113,6,0,"Food",45.4207,-122.671
4000,20560.41,517,130,"Publishing",47.6062,-122.332
3000,3175,47,0,"Publishing",40.2875,-74.1728
2000,2223,73,0,"Music",25.7743,-80.1937
2900,3447,67,1,"Music",41.85,-87.6501
2200,2260,31,0,"Art",42.9634,-85.6681
5000,5035,49,2,"Theater",40.7143,-74.006
3000,3705,58,0,"Film & Video",0,0
150,155,2,0,"Comics",38.0757,-102.692
1000,460,13,0,"Music",38.9907,-77.0261
10000,3145,57,0,"Music",30.2672,-97.7431
25000,360,7,0,"Music",29.7629,-95.3831
8500,8600,79,0,"Music",40.65,-73.95
1115,145,4,0,"Film & Video",40.7143,-74.006
7000,7910,70,2,"Music",34.09,-117.89
25000,0,0,0,"Music",35.9251,-86.8689
12500,4045.01,48,0,"Food",35.6009,-82.554
1800,3569,61,1,"Music",40.7143,-74.006
10000,10625,121,14,"Music",34.0522,-118.244
1000,1016,20,1,"Theater",44.0886,-87.6576
100,300,4,1,"Film & Video",34.0522,-118.244
3000,0,0,0,"Music",0,0
3500,0,0,0,"Film & Video",0,0
26000,415,8,0,"Theater",40.7143,-74.006
5000,0,0,0,"Film & Video",34.0522,-118.244
5000,225,4,0,"Film & Video",29.9647,-90.0706
11111.11,238,16,3,"Games",55.7558,37.6176
800,90,2,0,"Comics",29.7629,-95.3831
5000,515,10,0,"Publishing",40.4148,-74.2296
1200,130,7,0,"Film & Video",0,0
25000,0,0,0,"Film & Video",0,0
2000,2000,21,1,"Photography",0,0
600,645,20,1,"Publishing",47.6062,-122.332
7500,8830,118,0,"Publishing",30.2094,-95.7508
1700,1810,41,12,"Photography",0,0
